OrderID,Courier,DeliveryZone,DeliveryService,DailyOrderVolume,risk,key_driver,OnTime,LatenessHours,RefundAmount,CourierDelayHours,InternalDelayHours
ORD1265,GrabExpress,Klang Valley,Scheduled,14,0,Order weekday,True,0.2166666666666666,0.0,0.0,0.6416666666666667
ORD1256,GrabExpress,Klang Valley,Scheduled,10,0,In-house Rider,True,0.3333333333333333,0.0,0.5416666666666667,0.0
ORD1283,GrabExpress,Klang Valley,Scheduled,15,2,Order weekday,True,0.45,0.0,0.5083333333333335,0.0
ORD1289,Pos Laju,Other,Scheduled,15,32,Klang Valley zone,True,-0.35,0.0,5.216666666666665,0.0
ORD1228,Lalamove,Klang Valley,Same Day,11,16,Tight requested window,True,0.6166666666666667,0.0,0.2166666666666667,0.3999999999999999
ORD1243,J&T Express,Johor Bahru,Next Day,12,7,Klang Valley zone,True,0.1833333333333333,0.0,0.0,0.7749999999999986
ORD1229,In-house Rider,Klang Valley,Same Day,11,5,Tight requested window,True,-0.1333333333333333,0.0,0.0,0.3666666666666667
ORD1225,Lalamove,Klang Valley,Same Day,11,6,In-house Rider,True,0.0666666666666666,0.0,0.3500000000000001,0.0
ORD1248,Lalamove,Klang Valley,Scheduled,7,0,Order hour,True,0.25,166.2,0.0,0.7999999999999999
ORD1246,GrabExpress,Klang Valley,Scheduled,7,1,Order value,True,0.0833333333333333,0.0,0.0,0.425
ORD1299,Ninja Van,Penang,Scheduled,10,10,Klang Valley zone,True,-0.45,73.59,0.0,1.6166666666666636
ORD1240,Lalamove,Klang Valley,Same Day,12,5,Tight requested window,True,0.6,0.0,0.8166666666666669,0.0
ORD1236,GrabExpress,Klang Valley,Same Day,12,83,Tight requested window,False,2.716666666666667,0.0,1.975,0.7416666666666667
ORD1269,GrabExpress,Klang Valley,Scheduled,14,0,Lalamove,True,0.2833333333333333,0.0,0.4749999999999998,0.0
ORD1235,Lalamove,Klang Valley,Same Day,12,1,Same Day service,True,0.15,153.26,0.0666666666666666,0.0833333333333332
ORD1233,In-house Rider,Klang Valley,Same Day,12,1,Lalamove,True,-0.2833333333333333,0.0,0.0,0.25
ORD1251,In-house Rider,Klang Valley,Scheduled,10,0,Lalamove,True,-0.2666666666666666,0.0,0.1833333333333333,0.0
ORD1297,In-house Rider,Klang Valley,Scheduled,10,0,Order value,True,1.65,0.0,1.2,0.4500000000000002
ORD1245,Lalamove,Klang Valley,Same Day,7,1,Tight requested window,True,0.4,0.0,0.0,0.4499999999999999
ORD1250,GrabExpress,Klang Valley,Same Day,7,3,Tight requested window,True,0.5666666666666667,0.0,0.1083333333333333,0.4583333333333332
ORD1247,Lalamove,Klang Valley,Same Day,7,3,Tight requested window,True,-0.0833333333333333,0.0,0.0,0.3833333333333333
ORD1308,Lalamove,Klang Valley,Scheduled,12,1,In-house Rider,True,0.5333333333333333,0.0,0.6833333333333336,0.0
ORD1316,GrabExpress,Klang Valley,Scheduled,12,0,Lalamove,True,0.8166666666666667,0.0,0.0,0.8916666666666667
ORD1254,Ninja Van,Other,Next Day,10,31,Klang Valley zone,True,5.516666666666667,0.0,4.31666666666667,1.1999999999999993
ORD1252,Pos Laju,Penang,Next Day,10,1,Klang Valley zone,True,4.6,0.0,7.399999999999999,0.0
ORD1261,Lalamove,Klang Valley,Scheduled,14,0,In-house Rider,True,0.5333333333333333,0.0,0.9833333333333334,0.0
ORD1255,Lalamove,Klang Valley,Next Day,10,2,In-house Rider,True,0.7333333333333333,0.0,0.9166666666666664,0.0
ORD1267,GrabExpress,Klang Valley,Scheduled,14,1,Anniversary occasion,True,1.7,0.0,1.1416666666666668,0.5583333333333333
ORD1259,Pos Laju,Penang,Next Day,10,94,Klang Valley zone,False,15.616666666666667,0.0,7.649999999999999,7.966666666666667
ORD1291,GrabExpress,Klang Valley,Scheduled,10,0,In-house Rider,True,0.95,81.34,0.0583333333333333,0.8916666666666667
ORD1260,Lalamove,Klang Valley,Same Day,10,78,Tight requested window,False,1.5833333333333333,0.0,2.216666666666667,0.0
ORD1268,Pos Laju,Other,Next Day,14,9,Klang Valley zone,True,2.033333333333333,0.0,8.25,0.0
ORD1323,Pos Laju,Penang,Scheduled,12,18,Klang Valley zone,True,0.9833333333333332,0.0,6.116666666666667,0.0
ORD1257,GrabExpress,Klang Valley,Same Day,10,11,In-house Rider,False,1.0166666666666666,0.0,0.0083333333333333,1.0083333333333333
ORD1339,In-house Rider,Klang Valley,Scheduled,8,0,Order value,True,0.7,0.0,0.0,0.9333333333333336
ORD1258,Lalamove,Klang Valley,Same Day,10,14,In-house Rider,True,0.65,0.0,0.1,0.55
ORD1253,Lalamove,Klang Valley,Same Day,10,9,Tight requested window,True,-0.05,0.0,0.3,0.0
ORD1266,J&T Express,Other,Next Day,14,29,Klang Valley zone,True,-0.5333333333333333,0.0,0.0,5.541666666666664
ORD1270,GrabExpress,Klang Valley,Same Day,14,2,Order hour,True,0.7166666666666667,0.0,0.0583333333333333,0.6583333333333333
ORD1287,Pos Laju,Penang,Next Day,15,7,Klang Valley zone,True,1.8333333333333333,0.0,3.383333333333333,0.0
ORD1272,GrabExpress,Klang Valley,Same Day,14,22,Tight requested window,True,0.0833333333333333,0.0,0.0,0.1083333333333333
ORD1310,In-house Rider,Klang Valley,Scheduled,12,2,Order value,True,0.1833333333333333,0.0,0.0,0.3
ORD1294,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,-0.05,0.0,0.0,0.3
ORD1280,Ninja Van,Johor Bahru,Next Day,15,24,Klang Valley zone,True,3.0166666666666666,0.0,7.81666666666667,0.0
ORD1281,J&T Express,Johor Bahru,Next Day,15,30,Klang Valley zone,True,0.0166666666666666,0.0,4.475000000000001,0.0
ORD1337,In-house Rider,Klang Valley,Scheduled,8,0,Anniversary occasion,True,0.3333333333333333,0.0,0.0,0.4166666666666667
ORD1262,Lalamove,Klang Valley,Same Day,14,90,Tight requested window,True,0.5,0.0,0.0833333333333332,0.4166666666666667
ORD1274,Lalamove,Klang Valley,Same Day,14,91,Tight requested window,False,1.0833333333333333,0.0,0.4833333333333334,0.5999999999999999
ORD1286,Ninja Van,Klang Valley,Next Day,15,13,Ninja Van,True,6.883333333333334,79.59,5.683333333333337,1.1999999999999993
ORD1275,Ninja Van,Penang,Next Day,15,33,Klang Valley zone,True,8.683333333333334,0.0,4.483333333333334,4.199999999999999
ORD1329,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,-0.0833333333333333,0.0,0.0,0.7999999999999999
ORD1282,In-house Rider,Klang Valley,Same Day,15,1,Same Day service,True,0.1666666666666666,0.0,0.4499999999999999,0.0
ORD1285,In-house Rider,Klang Valley,Same Day,15,5,Tight requested window,True,0.2,0.0,0.4666666666666665,0.0
ORD1311,GrabExpress,Klang Valley,Scheduled,12,0,In-house Rider,True,-0.25,0.0,0.0,0.675
ORD1278,GrabExpress,Klang Valley,Same Day,15,8,Order hour,True,-0.1333333333333333,0.0,0.0,0.0583333333333333
ORD1276,GrabExpress,Klang Valley,Same Day,15,23,Tight requested window,True,0.7,0.0,0.0916666666666665,0.6083333333333334
ORD1354,J&T Express,Other,Scheduled,14,25,Klang Valley zone,True,-0.0833333333333333,0.0,5.091666666666669,0.0
ORD1353,GrabExpress,Klang Valley,Scheduled,14,0,Anniversary occasion,True,0.6833333333333333,0.0,0.5083333333333335,0.175
ORD1296,J&T Express,Johor Bahru,Next Day,10,16,Klang Valley zone,True,3.25,59.87,1.5916666666666686,1.6583333333333314
ORD1343,J&T Express,Johor Bahru,Scheduled,8,2,Klang Valley zone,True,-0.3333333333333333,0.0,3.791666666666668,0.0
ORD1319,Lalamove,Klang Valley,Scheduled,12,0,In-house Rider,True,0.0833333333333333,0.0,0.5,0.0
ORD1295,Ninja Van,Johor Bahru,Next Day,10,34,Order hour,True,8.65,0.0,0.4500000000000028,8.199999999999998
ORD1290,GrabExpress,Klang Valley,Same Day,10,19,In-house Rider,True,0.3333333333333333,0.0,0.7249999999999999,0.0
ORD1300,Pos Laju,Penang,Next Day,12,36,Klang Valley zone,True,0.3333333333333333,0.0,0.0,2.916666666666668
ORD1293,Lalamove,Klang Valley,Same Day,10,60,Tight requested window,True,0.8333333333333334,0.0,0.7000000000000002,0.1333333333333333
ORD1298,GrabExpress,Klang Valley,Same Day,10,28,Tight requested window,True,0.0333333333333333,0.0,0.0916666666666665,0.0
ORD1365,J&T Express,Other,Scheduled,8,6,Klang Valley zone,True,-0.6833333333333333,0.0,0.0,0.0
ORD1292,GrabExpress,Klang Valley,Same Day,10,28,Order weekday,True,0.0166666666666666,0.0,0.0,0.4916666666666667
ORD1336,In-house Rider,Klang Valley,Scheduled,13,1,Order value,True,1.0333333333333334,0.0,0.5833333333333333,0.4500000000000002
ORD1338,Lalamove,Klang Valley,Scheduled,8,0,Order weekday,True,0.4166666666666667,0.0,0.4666666666666668,0.0
ORD1307,Ninja Van,Johor Bahru,Next Day,12,9,Klang Valley zone,True,4.3,0.0,0.5000000000000036,3.799999999999997
ORD1322,Lalamove,Klang Valley,Scheduled,12,0,In-house Rider,True,-0.0166666666666666,0.0,0.0,0.6333333333333333
ORD1306,Pos Laju,Johor Bahru,Next Day,12,18,Klang Valley zone,True,-0.35,0.0,0.0,3.033333333333335
ORD1302,J&T Express,Johor Bahru,Next Day,12,81,Klang Valley zone,False,8.933333333333334,0.0,6.458333333333336,2.474999999999998
ORD1309,Ninja Van,Penang,Next Day,12,20,Klang Valley zone,True,2.3833333333333333,0.0,1.7666666666666693,0.6166666666666636
ORD1312,In-house Rider,Klang Valley,Scheduled,12,0,Lalamove,True,0.5666666666666667,0.0,0.0,0.8833333333333334
ORD1327,Lalamove,Klang Valley,Scheduled,13,0,Order weekday,True,0.8166666666666667,70.04,0.6666666666666665,0.1499999999999999
ORD1304,Lalamove,Klang Valley,Same Day,12,14,Tight requested window,True,0.7333333333333333,0.0,0.2833333333333334,0.4499999999999999
ORD1305,Lalamove,Klang Valley,Same Day,12,2,Same Day service,True,0.5833333333333334,0.0,0.75,0.0
ORD1320,Ninja Van,Johor Bahru,Next Day,12,5,Klang Valley zone,True,-0.8666666666666667,0.0,0.0,1.1333333333333293
ORD1334,GrabExpress,Klang Valley,Scheduled,13,0,Lalamove,True,0.4666666666666667,0.0,0.0,0.675
ORD1303,Lalamove,Klang Valley,Same Day,12,23,Tight requested window,True,0.3833333333333333,0.0,0.5499999999999998,0.0
ORD1301,Lalamove,Klang Valley,Same Day,12,9,Tight requested window,True,0.7166666666666667,0.0,0.5,0.2166666666666665
ORD1314,Ninja Van,Penang,Next Day,12,27,Klang Valley zone,True,2.5166666666666666,0.0,2.1333333333333364,0.3833333333333293
ORD1321,Ninja Van,Klang Valley,Next Day,12,3,Ninja Van,True,1.4166666666666667,0.0,0.0,4.383333333333329
ORD1313,Lalamove,Klang Valley,Next Day,12,1,Anniversary occasion,True,1.3,0.0,0.7666666666666666,0.5333333333333332
ORD1328,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,0.3166666666666666,0.0,0.3166666666666666,0.0
ORD1326,Pos Laju,Other,Next Day,13,32,Other zone,True,1.1,0.0,0.0,3.783333333333335
ORD1315,In-house Rider,Klang Valley,Same Day,12,2,Lalamove,True,0.4166666666666667,0.0,0.4000000000000001,0.0166666666666668
ORD1348,In-house Rider,Klang Valley,Scheduled,14,0,Lalamove,True,0.1,0.0,0.0,0.8
ORD1317,GrabExpress,Klang Valley,Same Day,12,10,Same Day service,True,-0.0666666666666666,0.0,0.0,0.0749999999999999
ORD1318,Lalamove,Klang Valley,Same Day,12,0,Same Day service,True,0.1333333333333333,0.0,0.0,0.4833333333333334
ORD1335,Pos Laju,Johor Bahru,Next Day,13,1,Klang Valley zone,True,0.1833333333333333,0.0,1.8000000000000007,0.0
ORD1386,In-house Rider,Klang Valley,Scheduled,8,0,Lalamove,True,0.5,0.0,0.4166666666666667,0.0833333333333334
ORD1377,Lalamove,Klang Valley,Scheduled,9,0,Order value,True,0.15,0.0,0.3999999999999999,0.0
ORD1325,Ninja Van,Other,Next Day,13,15,Klang Valley zone,True,3.2,0.0,1.783333333333335,1.4166666666666643
ORD1374,Pos Laju,Johor Bahru,Scheduled,9,3,Klang Valley zone,True,0.8833333333333333,127.73,2.0500000000000007,0.0
ORD1331,In-house Rider,Klang Valley,Next Day,13,1,Lalamove,True,0.5166666666666667,126.41,0.25,0.2666666666666668
ORD1361,In-house Rider,Klang Valley,Scheduled,8,0,Lalamove,True,0.75,0.0,1.1666666666666667,0.0
ORD1324,GrabExpress,Klang Valley,Next Day,13,2,Lalamove,True,0.15,0.0,0.0,0.4083333333333334
ORD1330,Lalamove,Klang Valley,Same Day,13,5,Tight requested window,True,-0.2333333333333333,0.0,0.0,0.05
ORD1332,In-house Rider,Klang Valley,Same Day,13,2,Same Day service,True,0.6833333333333333,0.0,0.5666666666666667,0.1166666666666667
ORD1333,Lalamove,Klang Valley,Same Day,13,54,Tight requested window,True,0.4333333333333333,0.0,0.0,0.6833333333333333
ORD1357,GrabExpress,Klang Valley,Scheduled,14,1,Order hour,True,-0.1833333333333333,0.0,0.125,0.0
ORD1340,J&T Express,Johor Bahru,Next Day,8,21,Klang Valley zone,True,9.183333333333334,114.05,6.941666666666666,2.241666666666664
ORD1360,Ninja Van,Penang,Scheduled,8,88,Ninja Van,False,20.83333333333333,0.0,27.700000000000003,0.0
ORD1367,In-house Rider,Klang Valley,Scheduled,4,0,Order value,True,0.4166666666666667,0.0,0.5666666666666667,0.0
ORD1342,In-house Rider,Klang Valley,Same Day,8,0,Tight requested window,True,0.0333333333333333,0.0,0.6500000000000001,0.0
ORD1341,In-house Rider,Klang Valley,Same Day,8,0,Tight requested window,True,-0.0333333333333333,0.0,0.3833333333333331,0.0
ORD1344,In-house Rider,Klang Valley,Same Day,8,8,Tight requested window,True,0.1166666666666666,0.0,0.0,0.5833333333333335
ORD1371,Pos Laju,Other,Scheduled,9,12,Klang Valley zone,True,2.216666666666667,180.26,5.199999999999999,0.0
ORD1351,Lalamove,Klang Valley,Next Day,14,1,Scheduled service,True,0.3333333333333333,0.0,0.3333333333333332,0.0
ORD1352,J&T Express,Penang,Next Day,14,91,Tight requested window,False,15.0,0.0,4.141666666666669,10.858333333333333
ORD1409,GrabExpress,Klang Valley,Scheduled,13,0,Lalamove,True,0.6,0.0,0.975,0.0
ORD1350,Pos Laju,Johor Bahru,Next Day,14,31,Order hour,True,-0.1166666666666666,0.0,0.0,3.5166666666666657
ORD1349,Lalamove,Klang Valley,Same Day,14,8,Tight requested window,True,-0.25,0.0,0.2833333333333334,0.0
ORD1355,GrabExpress,Klang Valley,Same Day,14,30,Tight requested window,True,0.7,0.0,0.6249999999999998,0.0749999999999999
ORD1346,In-house Rider,Klang Valley,Same Day,14,4,Same Day service,True,0.7333333333333333,0.0,0.8,0.0
ORD1358,In-house Rider,Klang Valley,Same Day,14,1,Same Day service,True,-0.0666666666666666,0.0,0.0,0.0
ORD1399,J&T Express,Penang,Scheduled,13,6,Klang Valley zone,True,-0.9666666666666668,0.0,4.808333333333334,0.0
ORD1356,GrabExpress,Klang Valley,Same Day,14,8,Order hour,True,0.5333333333333333,96.59,1.0916666666666666,0.0
ORD1345,GrabExpress,Klang Valley,Same Day,14,28,Tight requested window,True,0.3,0.0,0.0,0.3083333333333333
ORD1347,Lalamove,Klang Valley,Same Day,14,35,Tight requested window,True,0.45,0.0,0.0,0.5999999999999999
ORD1382,In-house Rider,Klang Valley,Scheduled,8,0,Lalamove,True,0.5166666666666667,0.0,0.0,0.55
ORD1389,Lalamove,Klang Valley,Scheduled,13,0,Congratulations occasion,True,0.4166666666666667,0.0,0.4166666666666665,0.0
ORD1403,GrabExpress,Klang Valley,Scheduled,13,0,Lalamove,True,-0.0666666666666666,0.0,0.6083333333333332,0.0
ORD1366,Pos Laju,Other,Next Day,8,9,Klang Valley zone,True,5.816666666666666,0.0,0.4333333333333335,5.383333333333333
ORD1364,Lalamove,Klang Valley,Same Day,8,2,Preserved Flowers,True,0.6833333333333333,0.0,0.5333333333333332,0.1499999999999999
ORD1362,In-house Rider,Klang Valley,Same Day,8,1,Order value,True,0.4,0.0,0.0,0.4000000000000001
ORD1359,In-house Rider,Klang Valley,Same Day,8,0,Birthday occasion,True,0.0666666666666666,0.0,0.0,0.55
ORD1363,GrabExpress,Klang Valley,Same Day,8,2,Order value,True,-0.0333333333333333,0.0,0.0,0.5083333333333333
ORD1413,GrabExpress,Klang Valley,Scheduled,13,1,Lalamove,True,0.15,0.0,0.0,0.9083333333333332
ORD1392,GrabExpress,Klang Valley,Scheduled,13,1,Order value,True,-0.1666666666666666,0.0,0.7249999999999999,0.0
ORD1375,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,-0.2333333333333333,0.0,0.1166666666666667,0.0
ORD1410,In-house Rider,Klang Valley,Scheduled,13,0,Lalamove,True,-0.05,0.0,0.3166666666666666,0.0
ORD1370,GrabExpress,Klang Valley,Same Day,4,11,Tight requested window,True,0.1833333333333333,0.0,0.3083333333333333,0.0
ORD1369,Lalamove,Klang Valley,Same Day,4,8,Order weekday,True,-0.1333333333333333,0.0,0.0,0.5999999999999999
ORD1373,Pos Laju,Johor Bahru,Next Day,9,16,Klang Valley zone,True,-1.0,0.0,0.0,3.1499999999999986
ORD1368,GrabExpress,Klang Valley,Same Day,4,7,Tight requested window,True,0.15,0.0,0.2083333333333332,0.0
ORD1381,In-house Rider,Klang Valley,Scheduled,8,0,Birthday occasion,True,0.5,0.0,0.2166666666666665,0.2833333333333334
ORD1380,J&T Express,Penang,Scheduled,8,11,Klang Valley zone,True,-0.4833333333333333,0.0,3.775000000000002,0.0
ORD1400,GrabExpress,Klang Valley,Scheduled,13,0,Order weekday,True,0.5166666666666667,0.0,0.6083333333333332,0.0
ORD1385,Pos Laju,Other,Scheduled,8,4,Klang Valley zone,True,0.7833333333333333,0.0,0.0,2.8999999999999986
ORD1378,In-house Rider,Klang Valley,Same Day,9,2,Tight requested window,True,0.35,0.0,0.6166666666666665,0.0
ORD1376,GrabExpress,Klang Valley,Same Day,9,2,In-house Rider,True,0.2,0.0,0.125,0.0749999999999999
ORD1416,J&T Express,Other,Scheduled,9,6,Klang Valley zone,True,-0.35,0.0,0.5750000000000028,0.0
ORD1372,In-house Rider,Klang Valley,Same Day,9,14,Tight requested window,True,0.35,0.0,0.1333333333333333,0.2166666666666667
ORD1379,GrabExpress,Klang Valley,Same Day,9,30,Tight requested window,True,0.35,0.0,0.5916666666666666,0.0
ORD1436,Lalamove,Klang Valley,Scheduled,15,0,Anniversary occasion,True,0.0666666666666666,0.0,0.5166666666666666,0.0
ORD1453,Ninja Van,Johor Bahru,Scheduled,26,58,Klang Valley zone,True,-0.3333333333333333,0.0,0.4333333333333371,0.0
ORD1419,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,0.1,0.0,0.0,0.4499999999999999
ORD1451,Lalamove,Klang Valley,Scheduled,26,0,In-house Rider,True,-0.2833333333333333,0.0,0.0,0.5333333333333332
ORD1442,Lalamove,Klang Valley,Scheduled,8,0,In-house Rider,True,0.6166666666666667,0.0,0.0,0.9166666666666666
ORD1387,J&T Express,Other,Next Day,8,27,Klang Valley zone,True,6.516666666666667,0.0,1.041666666666668,5.474999999999998
ORD1438,GrabExpress,Klang Valley,Scheduled,8,0,In-house Rider,True,0.8833333333333333,112.18,1.2083333333333333,0.0
ORD1455,J&T Express,Penang,Scheduled,26,0,Klang Valley zone,True,1.8833333333333333,0.0,4.608333333333334,0.0
ORD1471,J&T Express,Johor Bahru,Scheduled,26,5,Order value,True,2.6166666666666667,0.0,3.158333333333335,0.0
ORD1384,In-house Rider,Klang Valley,Same Day,8,1,Tight requested window,True,-0.1666666666666666,131.04,0.0,0.5833333333333335
ORD1434,Pos Laju,Johor Bahru,Scheduled,15,2,Klang Valley zone,True,8.166666666666666,0.0,10.0,0.0
ORD1396,In-house Rider,Klang Valley,Next Day,13,1,Order hour,True,2.2,0.0,1.9166666666666667,0.2833333333333334
ORD1499,J&T Express,Johor Bahru,Scheduled,31,4,Klang Valley zone,True,0.3666666666666666,0.0,0.0,0.5749999999999993
ORD1411,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,0.4833333333333333,0.0,0.0,0.5666666666666667
ORD1469,GrabExpress,Klang Valley,Scheduled,26,0,Order value,True,0.25,0.0,0.7083333333333333,0.0
ORD1383,In-house Rider,Klang Valley,Same Day,8,0,Birthday occasion,True,0.4166666666666667,0.0,0.0,0.4333333333333333
ORD1407,GrabExpress,Klang Valley,Scheduled,13,1,Anniversary occasion,True,0.8333333333333334,0.0,0.9083333333333334,0.0
ORD1408,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,-0.3166666666666666,0.0,0.0,0.0
ORD1467,In-house Rider,Klang Valley,Scheduled,26,1,Order value,True,0.5,0.0,0.0,1.0333333333333334
ORD1393,Ninja Van,Penang,Next Day,13,18,Klang Valley zone,True,11.133333333333333,53.91,3.5166666666666693,7.616666666666664
ORD1486,Ninja Van,Johor Bahru,Scheduled,31,0,Klang Valley zone,True,2.0,130.0,6.283333333333335,0.0
ORD1395,Lalamove,Klang Valley,Next Day,13,2,Scheduled service,True,0.7166666666666667,0.0,0.8166666666666669,0.0
ORD1496,J&T Express,Other,Scheduled,31,1,Klang Valley zone,True,0.4833333333333333,0.0,0.0,4.208333333333332
ORD1394,Pos Laju,Penang,Next Day,13,25,Klang Valley zone,True,6.966666666666667,192.47,0.0,8.783333333333333
ORD1390,In-house Rider,Klang Valley,Same Day,13,13,Tight requested window,True,1.0,0.0,0.4666666666666665,0.5333333333333334
ORD1398,In-house Rider,Klang Valley,Same Day,13,77,Tight requested window,False,1.1,0.0,1.4666666666666666,0.0
ORD1498,In-house Rider,Klang Valley,Scheduled,31,0,High daily volume,True,1.0166666666666666,0.0,0.8333333333333333,0.1833333333333333
ORD1391,In-house Rider,Klang Valley,Same Day,13,47,Tight requested window,True,0.6166666666666667,0.0,0.0,0.9666666666666668
ORD1463,Lalamove,Klang Valley,Scheduled,26,1,Congratulations occasion,True,0.1833333333333333,0.0,0.0,0.6833333333333333
ORD1397,GrabExpress,Klang Valley,Same Day,13,9,Same Day service,True,0.6833333333333333,0.0,0.0916666666666665,0.5916666666666667
ORD1388,In-house Rider,Klang Valley,Same Day,13,36,Tight requested window,True,0.5,0.0,0.0,0.6333333333333333
ORD1533,In-house Rider,Klang Valley,Scheduled,38,1,High daily volume,True,1.15,0.0,0.6500000000000001,0.5
